nome,pais_origem_id,ano_fundacao,website,ativo
WingAviation 66,798,1974,https://www.wingaviation66.com,True
AirCorp 67,781,1984,https://www.aircorp67.com,True
GlobalAerospace 68,611,1979,https://www.globalaerospace68.com,True
AeroDynamics 69,82,2011,https://www.aerodynamics69.com,True
GlobalManufacturing 70,730,1997,https://www.globalmanufacturing70.com,True
TechManufacturing 71,486,1967,https://www.techmanufacturing71.com,True
JetCorp 72,419,1951,https://www.jetcorp72.com,True
TechAerospace 73,761,1975,https://www.techaerospace73.com,True
SkyAviation 74,950,2006,https://www.skyaviation74.com,True
NovaDynamics 75,888,2008,https://www.novadynamics75.com,True
TechWorks 76,795,1955,https://www.techworks76.com,True
TechDynamics 77,404,2023,https://www.techdynamics77.com,True
StarCorp 78,534,1963,https://www.starcorp78.com,True
AeroAerospace 79,532,2018,https://www.aeroaerospace79.com,True
AeroEngineering 80,397,2016,https://www.aeroengineering80.com,True
AeroAerospace 81,299,2006,https://www.aeroaerospace81.com,True
WingSystems 82,473,1971,https://www.wingsystems82.com,True
GlobalCorp 83,707,2016,https://www.globalcorp83.com,True
NovaManufacturing 84,93,2014,https://www.novamanufacturing84.com,True
GlobalEngineering 85,139,2000,https://www.globalengineering85.com,True
NovaCorp 86,184,2008,https://www.novacorp86.com,True
JetManufacturing 87,93,1982,https://www.jetmanufacturing87.com,True
AirIndustries 88,94,1964,https://www.airindustries88.com,True
FlyIndustries 89,537,1999,https://www.flyindustries89.com,True
StarSolutions 90,973,1970,https://www.starsolutions90.com,True
TechCorp 91,787,1971,https://www.techcorp91.com,True
GlobalAviation 92,167,1968,https://www.globalaviation92.com,True
AeroWorks 93,316,1989,https://www.aeroworks93.com,True
NovaSystems 94,642,1973,https://www.novasystems94.com,True
AirAerospace 95,4,1982,https://www.airaerospace95.com,False
NovaManufacturing 96,557,1950,https://www.novamanufacturing96.com,True
NovaAerospace 97,223,2010,https://www.novaaerospace97.com,True
NovaIndustries 98,616,1950,https://www.novaindustries98.com,True
StarSystems 99,635,2021,https://www.starsystems99.com,True
JetCorp 100,190,1968,https://www.jetcorp100.com,False
FlyCorp 101,149,1954,https://www.flycorp101.com,True
GlobalSystems 102,340,1961,https://www.globalsystems102.com,False
TechAviation 103,166,1986,https://www.techaviation103.com,True
GlobalSolutions 104,807,2021,https://www.globalsolutions104.com,True
NovaSolutions 105,369,1954,https://www.novasolutions105.com,False
WingDynamics 106,378,1998,https://www.wingdynamics106.com,True
TechEngineering 107,67,1987,https://www.techengineering107.com,True
SkySystems 108,338,2017,https://www.skysystems108.com,True
JetAerospace 109,627,1957,https://www.jetaerospace109.com,True
StarIndustries 110,496,1986,https://www.starindustries110.com,True
FlySystems 111,539,2023,https://www.flysystems111.com,True
FlyAviation 112,630,2022,https://www.flyaviation112.com,True
NovaManufacturing 113,828,1973,https://www.novamanufacturing113.com,True
JetSystems 114,199,1950,https://www.jetsystems114.com,True
NovaIndustries 115,756,1976,https://www.novaindustries115.com,True
TechWorks 116,47,1992,https://www.techworks116.com,True
JetCorp 117,656,1975,https://www.jetcorp117.com,True
WingIndustries 118,316,1988,https://www.wingindustries118.com,True
FlyCorp 119,117,1992,https://www.flycorp119.com,True
GlobalSolutions 120,984,1953,https://www.globalsolutions120.com,True
JetDynamics 121,854,1993,https://www.jetdynamics121.com,True
NovaManufacturing 122,817,1954,https://www.novamanufacturing122.com,True
NovaAviation 123,643,2008,https://www.novaaviation123.com,True
StarDynamics 124,474,2002,https://www.stardynamics124.com,True
AeroEngineering 125,307,2022,https://www.aeroengineering125.com,True
FlyEngineering 126,549,1952,https://www.flyengineering126.com,True
FlyDynamics 127,68,1969,https://www.flydynamics127.com,True
AeroDynamics 128,385,2018,https://www.aerodynamics128.com,True
GlobalSolutions 129,399,1973,https://www.globalsolutions129.com,True
WingDynamics 130,727,1954,https://www.wingdynamics130.com,True
SkyManufacturing 131,899,1980,https://www.skymanufacturing131.com,True
WingAerospace 132,538,1988,https://www.wingaerospace132.com,True
FlyCorp 133,797,1975,https://www.flycorp133.com,True
NovaEngineering 134,26,2011,https://www.novaengineering134.com,True
AirAerospace 135,349,2011,https://www.airaerospace135.com,True
StarSystems 136,795,1991,https://www.starsystems136.com,True
SkyEngineering 137,693,1966,https://www.skyengineering137.com,True
AeroManufacturing 138,397,2016,https://www.aeromanufacturing138.com,True
WingCorp 139,704,1961,https://www.wingcorp139.com,True
AeroIndustries 140,534,1989,https://www.aeroindustries140.com,False
WingAerospace 141,329,1975,https://www.wingaerospace141.com,True
WingEngineering 142,327,2006,https://www.wingengineering142.com,True
WingAviation 143,162,1985,https://www.wingaviation143.com,True
GlobalEngineering 144,527,1963,https://www.globalengineering144.com,True
FlyEngineering 145,327,1984,https://www.flyengineering145.com,True
WingSolutions 146,251,1971,https://www.wingsolutions146.com,False
GlobalDynamics 147,554,2006,https://www.globaldynamics147.com,False
AeroManufacturing 148,925,1956,https://www.aeromanufacturing148.com,True
AeroIndustries 149,437,2000,https://www.aeroindustries149.com,True
GlobalSolutions 150,645,2007,https://www.globalsolutions150.com,True
WingDynamics 151,838,1975,https://www.wingdynamics151.com,True
StarIndustries 152,998,2009,https://www.starindustries152.com,True
SkyManufacturing 153,100,2008,https://www.skymanufacturing153.com,True
NovaManufacturing 154,238,1978,https://www.novamanufacturing154.com,True
GlobalSystems 155,935,1996,https://www.globalsystems155.com,True
FlyDynamics 156,465,2012,https://www.flydynamics156.com,False
NovaIndustries 157,360,2011,https://www.novaindustries157.com,True
AirSystems 158,787,1994,https://www.airsystems158.com,True
AirEngineering 159,106,2001,https://www.airengineering159.com,True
SkyDynamics 160,570,1959,https://www.skydynamics160.com,True
StarManufacturing 161,411,2002,https://www.starmanufacturing161.com,True
JetEngineering 162,163,2011,https://www.jetengineering162.com,True
FlyAerospace 163,834,2005,https://www.flyaerospace163.com,True
TechSolutions 164,807,1993,https://www.techsolutions164.com,True
JetAviation 165,679,1959,https://www.jetaviation165.com,True
GlobalManufacturing 166,118,2009,https://www.globalmanufacturing166.com,True
SkyManufacturing 167,181,1989,https://www.skymanufacturing167.com,True
SkySolutions 168,112,1998,https://www.skysolutions168.com,True
AeroIndustries 169,223,1967,https://www.aeroindustries169.com,True
AeroAviation 170,677,1969,https://www.aeroaviation170.com,True
WingWorks 171,631,2023,https://www.wingworks171.com,True
JetDynamics 172,307,2022,https://www.jetdynamics172.com,True
WingWorks 173,736,1994,https://www.wingworks173.com,True
GlobalCorp 174,627,2015,https://www.globalcorp174.com,True
AirSystems 175,64,1997,https://www.airsystems175.com,True
AeroCorp 176,721,2021,https://www.aerocorp176.com,True
FlyIndustries 177,882,1986,https://www.flyindustries177.com,True
JetWorks 178,720,2000,https://www.jetworks178.com,True
TechWorks 179,391,2005,https://www.techworks179.com,True
AirManufacturing 180,143,1974,https://www.airmanufacturing180.com,True
FlyWorks 181,158,1986,https://www.flyworks181.com,True
AirAviation 182,12,1959,https://www.airaviation182.com,True
AirManufacturing 183,674,2005,https://www.airmanufacturing183.com,True
AirIndustries 184,141,2003,https://www.airindustries184.com,True
GlobalWorks 185,639,1973,https://www.globalworks185.com,True
TechEngineering 186,840,2007,https://www.techengineering186.com,True
JetAviation 187,435,1950,https://www.jetaviation187.com,True
JetEngineering 188,276,2002,https://www.jetengineering188.com,True
GlobalDynamics 189,35,1954,https://www.globaldynamics189.com,True
FlyIndustries 190,595,2011,https://www.flyindustries190.com,True
SkyAviation 191,748,2017,https://www.skyaviation191.com,True
WingManufacturing 192,530,1960,https://www.wingmanufacturing192.com,True
GlobalIndustries 193,252,2010,https://www.globalindustries193.com,True
SkyEngineering 194,818,2024,https://www.skyengineering194.com,True
AeroDynamics 195,548,1951,https://www.aerodynamics195.com,True
StarManufacturing 196,588,1992,https://www.starmanufacturing196.com,True
WingSystems 197,172,1954,https://www.wingsystems197.com,True
GlobalSystems 198,745,2022,https://www.globalsystems198.com,True
NovaSolutions 199,174,2023,https://www.novasolutions199.com,False
WingSolutions 200,28,1986,https://www.wingsolutions200.com,True
AirEngineering 201,79,1985,https://www.airengineering201.com,True
GlobalSystems 202,282,1982,https://www.globalsystems202.com,False
SkySolutions 203,179,1969,https://www.skysolutions203.com,True
FlyAviation 204,268,1980,https://www.flyaviation204.com,True
StarCorp 205,352,1960,https://www.starcorp205.com,True
GlobalAviation 206,858,2013,https://www.globalaviation206.com,True
TechWorks 207,244,2006,https://www.techworks207.com,True
AirAerospace 208,592,1994,https://www.airaerospace208.com,False
WingIndustries 209,54,1971,https://www.wingindustries209.com,True
NovaSystems 210,488,2018,https://www.novasystems210.com,True
TechManufacturing 211,269,1968,https://www.techmanufacturing211.com,True
TechCorp 212,296,2007,https://www.techcorp212.com,True
FlyEngineering 213,700,1955,https://www.flyengineering213.com,False
StarDynamics 214,980,2005,https://www.stardynamics214.com,True
WingDynamics 215,277,1984,https://www.wingdynamics215.com,True
WingSolutions 216,401,2009,https://www.wingsolutions216.com,True
JetSolutions 217,789,1974,https://www.jetsolutions217.com,True
AirDynamics 218,561,1951,https://www.airdynamics218.com,True
SkyCorp 219,422,1962,https://www.skycorp219.com,True
NovaDynamics 220,225,1986,https://www.novadynamics220.com,True
AeroCorp 221,635,1961,https://www.aerocorp221.com,False
GlobalAerospace 222,974,1965,https://www.globalaerospace222.com,True
SkyIndustries 223,877,1966,https://www.skyindustries223.com,True
GlobalAviation 224,918,1964,https://www.globalaviation224.com,True
WingSystems 225,479,1959,https://www.wingsystems225.com,True
WingWorks 226,709,1991,https://www.wingworks226.com,True
SkySystems 227,796,1957,https://www.skysystems227.com,True
FlyCorp 228,265,1983,https://www.flycorp228.com,True
SkyManufacturing 229,951,1975,https://www.skymanufacturing229.com,True
AirManufacturing 230,112,1968,https://www.airmanufacturing230.com,True
TechAerospace 231,629,1963,https://www.techaerospace231.com,True
WingIndustries 232,36,1959,https://www.wingindustries232.com,False
WingManufacturing 233,20,2013,https://www.wingmanufacturing233.com,True
AeroCorp 234,681,1999,https://www.aerocorp234.com,True
FlyWorks 235,589,1950,https://www.flyworks235.com,True
NovaManufacturing 236,447,2001,https://www.novamanufacturing236.com,True
SkyEngineering 237,232,1950,https://www.skyengineering237.com,True
NovaIndustries 238,581,2018,https://www.novaindustries238.com,True
FlyDynamics 239,699,1988,https://www.flydynamics239.com,True
SkyDynamics 240,548,1993,https://www.skydynamics240.com,False
NovaSystems 241,664,1975,https://www.novasystems241.com,True
AeroWorks 242,677,1974,https://www.aeroworks242.com,True
TechIndustries 243,646,1995,https://www.techindustries243.com,True
NovaAerospace 244,144,1954,https://www.novaaerospace244.com,True
GlobalAerospace 245,501,1999,https://www.globalaerospace245.com,False
StarSystems 246,512,2018,https://www.starsystems246.com,True
NovaCorp 247,38,1993,https://www.novacorp247.com,False
AeroWorks 248,122,1977,https://www.aeroworks248.com,True
StarManufacturing 249,963,2018,https://www.starmanufacturing249.com,True
GlobalAerospace 250,948,1959,https://www.globalaerospace250.com,False
AirManufacturing 251,670,1952,https://www.airmanufacturing251.com,True
GlobalCorp 252,249,1966,https://www.globalcorp252.com,False
AeroSystems 253,841,1962,https://www.aerosystems253.com,True
AirSolutions 254,66,1963,https://www.airsolutions254.com,True
GlobalSolutions 255,226,1958,https://www.globalsolutions255.com,True
TechDynamics 256,831,2001,https://www.techdynamics256.com,True
GlobalEngineering 257,141,1991,https://www.globalengineering257.com,True
JetCorp 258,608,1972,https://www.jetcorp258.com,True
SkySystems 259,145,2003,https://www.skysystems259.com,True
FlyEngineering 260,169,2006,https://www.flyengineering260.com,True
GlobalCorp 261,137,1962,https://www.globalcorp261.com,True
GlobalWorks 262,797,1970,https://www.globalworks262.com,False
NovaIndustries 263,7,1950,https://www.novaindustries263.com,True
SkySolutions 264,909,1986,https://www.skysolutions264.com,True
NovaAviation 265,212,1968,https://www.novaaviation265.com,True
StarManufacturing 266,422,1980,https://www.starmanufacturing266.com,True
GlobalCorp 267,611,1973,https://www.globalcorp267.com,True
GlobalIndustries 268,643,1988,https://www.globalindustries268.com,True
AeroEngineering 269,242,1974,https://www.aeroengineering269.com,True
StarIndustries 270,634,1996,https://www.starindustries270.com,True
StarEngineering 271,225,2009,https://www.starengineering271.com,True
JetSystems 272,55,1974,https://www.jetsystems272.com,True
AirManufacturing 273,510,1972,https://www.airmanufacturing273.com,True
AeroCorp 274,661,1996,https://www.aerocorp274.com,True
TechSystems 275,343,2008,https://www.techsystems275.com,False
AeroEngineering 276,181,1970,https://www.aeroengineering276.com,True
NovaEngineering 277,119,1959,https://www.novaengineering277.com,True
NovaSolutions 278,594,1991,https://www.novasolutions278.com,True
FlyAerospace 279,798,1964,https://www.flyaerospace279.com,True
SkyAerospace 280,756,2002,https://www.skyaerospace280.com,True
TechAerospace 281,76,2010,https://www.techaerospace281.com,True
AeroWorks 282,149,1977,https://www.aeroworks282.com,True
NovaAviation 283,397,1997,https://www.novaaviation283.com,True
JetDynamics 284,999,1984,https://www.jetdynamics284.com,True
AirCorp 285,709,2022,https://www.aircorp285.com,False
AirIndustries 286,873,2009,https://www.airindustries286.com,True
AirDynamics 287,226,1987,https://www.airdynamics287.com,True
GlobalAviation 288,592,2020,https://www.globalaviation288.com,True
SkyWorks 289,878,2016,https://www.skyworks289.com,True
JetSolutions 290,485,2009,https://www.jetsolutions290.com,True
TechAerospace 291,254,1991,https://www.techaerospace291.com,True
JetSolutions 292,969,1969,https://www.jetsolutions292.com,True
AeroWorks 293,46,1955,https://www.aeroworks293.com,True
StarCorp 294,436,2017,https://www.starcorp294.com,True
SkyManufacturing 295,508,1980,https://www.skymanufacturing295.com,False
AeroWorks 296,973,1977,https://www.aeroworks296.com,True
WingAerospace 297,664,1961,https://www.wingaerospace297.com,False
WingAviation 298,721,2008,https://www.wingaviation298.com,True
GlobalCorp 299,1000,2008,https://www.globalcorp299.com,True
AirWorks 300,190,1997,https://www.airworks300.com,True
AeroIndustries 301,395,1992,https://www.aeroindustries301.com,True
WingWorks 302,771,1984,https://www.wingworks302.com,True
GlobalEngineering 303,590,1976,https://www.globalengineering303.com,True
SkySolutions 304,902,1992,https://www.skysolutions304.com,True
AeroEngineering 305,969,1996,https://www.aeroengineering305.com,True
SkyWorks 306,375,2009,https://www.skyworks306.com,True
FlyDynamics 307,180,2021,https://www.flydynamics307.com,True
StarAerospace 308,142,1992,https://www.staraerospace308.com,True
SkyManufacturing 309,756,2024,https://www.skymanufacturing309.com,True
JetAerospace 310,329,1995,https://www.jetaerospace310.com,True
StarWorks 311,284,1956,https://www.starworks311.com,False
FlyManufacturing 312,498,2014,https://www.flymanufacturing312.com,True
SkyManufacturing 313,727,2018,https://www.skymanufacturing313.com,True
StarSystems 314,463,1997,https://www.starsystems314.com,True
SkyAerospace 315,914,2008,https://www.skyaerospace315.com,False
TechAviation 316,296,1959,https://www.techaviation316.com,True
WingIndustries 317,714,1968,https://www.wingindustries317.com,True
JetEngineering 318,975,1952,https://www.jetengineering318.com,True
StarAviation 319,486,1994,https://www.staraviation319.com,True
AeroSystems 320,194,1958,https://www.aerosystems320.com,False
JetEngineering 321,661,1992,https://www.jetengineering321.com,True
FlyDynamics 322,498,2017,https://www.flydynamics322.com,True
NovaManufacturing 323,312,2022,https://www.novamanufacturing323.com,True
WingAviation 324,809,1983,https://www.wingaviation324.com,True
FlySystems 325,789,1956,https://www.flysystems325.com,True
WingManufacturing 326,980,1971,https://www.wingmanufacturing326.com,True
AirEngineering 327,293,1973,https://www.airengineering327.com,True
AirAviation 328,244,1964,https://www.airaviation328.com,False
FlySolutions 329,130,2006,https://www.flysolutions329.com,True
AirAerospace 330,576,1954,https://www.airaerospace330.com,True
FlyAviation 331,382,2007,https://www.flyaviation331.com,True
AirEngineering 332,309,1965,https://www.airengineering332.com,True
TechManufacturing 333,787,1968,https://www.techmanufacturing333.com,True
FlyAviation 334,5,2019,https://www.flyaviation334.com,True
FlySystems 335,486,1987,https://www.flysystems335.com,True
GlobalAviation 336,819,2022,https://www.globalaviation336.com,True
NovaDynamics 337,706,1964,https://www.novadynamics337.com,True
AeroAviation 338,695,2020,https://www.aeroaviation338.com,True
AeroWorks 339,633,1978,https://www.aeroworks339.com,True
SkyDynamics 340,57,1974,https://www.skydynamics340.com,True
JetSystems 341,201,1952,https://www.jetsystems341.com,False
NovaIndustries 342,1000,2015,https://www.novaindustries342.com,True
NovaDynamics 343,618,2015,https://www.novadynamics343.com,True
FlyWorks 344,152,2004,https://www.flyworks344.com,True
FlyCorp 345,292,1994,https://www.flycorp345.com,True
NovaEngineering 346,90,1977,https://www.novaengineering346.com,True
NovaWorks 347,823,2006,https://www.novaworks347.com,True
TechWorks 348,143,1961,https://www.techworks348.com,True
WingManufacturing 349,889,2017,https://www.wingmanufacturing349.com,True
SkySolutions 350,775,1998,https://www.skysolutions350.com,False
TechSystems 351,425,1972,https://www.techsystems351.com,True
GlobalAviation 352,205,1973,https://www.globalaviation352.com,True
WingEngineering 353,503,1955,https://www.wingengineering353.com,True
WingSolutions 354,312,2013,https://www.wingsolutions354.com,True
NovaAerospace 355,28,1950,https://www.novaaerospace355.com,True
WingManufacturing 356,128,1986,https://www.wingmanufacturing356.com,True
NovaAerospace 357,30,1965,https://www.novaaerospace357.com,True
NovaIndustries 358,614,1996,https://www.novaindustries358.com,True
GlobalWorks 359,890,1983,https://www.globalworks359.com,True
NovaIndustries 360,383,2015,https://www.novaindustries360.com,True
AeroSystems 361,167,2024,https://www.aerosystems361.com,False
FlyManufacturing 362,900,1967,https://www.flymanufacturing362.com,True
AeroSystems 363,370,2003,https://www.aerosystems363.com,True
FlyCorp 364,297,1987,https://www.flycorp364.com,True
SkyEngineering 365,199,1973,https://www.skyengineering365.com,True
GlobalAviation 366,557,1991,https://www.globalaviation366.com,True
WingSystems 367,702,1996,https://www.wingsystems367.com,False
GlobalDynamics 368,844,1968,https://www.globaldynamics368.com,False
StarSystems 369,382,2012,https://www.starsystems369.com,True
AirIndustries 370,224,1969,https://www.airindustries370.com,True
JetEngineering 371,629,2017,https://www.jetengineering371.com,True
StarIndustries 372,428,2008,https://www.starindustries372.com,True
SkyAviation 373,946,1952,https://www.skyaviation373.com,True
WingDynamics 374,143,2006,https://www.wingdynamics374.com,True
GlobalEngineering 375,782,1993,https://www.globalengineering375.com,True
WingCorp 376,763,1965,https://www.wingcorp376.com,True
AirAerospace 377,315,1966,https://www.airaerospace377.com,True
SkyWorks 378,708,1964,https://www.skyworks378.com,False
NovaWorks 379,44,1975,https://www.novaworks379.com,True
StarSolutions 380,61,2010,https://www.starsolutions380.com,True
WingCorp 381,68,1988,https://www.wingcorp381.com,True
SkyIndustries 382,943,1976,https://www.skyindustries382.com,True
JetAviation 383,687,1994,https://www.jetaviation383.com,False
AirSystems 384,972,2024,https://www.airsystems384.com,True
AirEngineering 385,800,1980,https://www.airengineering385.com,True
SkyIndustries 386,840,2024,https://www.skyindustries386.com,True
StarAerospace 387,733,1974,https://www.staraerospace387.com,True
AirEngineering 388,5,1962,https://www.airengineering388.com,True
StarManufacturing 389,376,1973,https://www.starmanufacturing389.com,True
SkyAviation 390,855,1995,https://www.skyaviation390.com,True
TechAerospace 391,527,1979,https://www.techaerospace391.com,True
FlyIndustries 392,478,1964,https://www.flyindustries392.com,True
NovaDynamics 393,722,1986,https://www.novadynamics393.com,True
AeroIndustries 394,336,2013,https://www.aeroindustries394.com,True
WingManufacturing 395,615,1989,https://www.wingmanufacturing395.com,True
NovaAerospace 396,568,2002,https://www.novaaerospace396.com,True
TechAerospace 397,878,1958,https://www.techaerospace397.com,True
NovaDynamics 398,184,1951,https://www.novadynamics398.com,True
NovaIndustries 399,406,2006,https://www.novaindustries399.com,True
SkyIndustries 400,147,2000,https://www.skyindustries400.com,True
GlobalIndustries 401,760,1971,https://www.globalindustries401.com,False
JetDynamics 402,206,2001,https://www.jetdynamics402.com,True
TechManufacturing 403,286,2024,https://www.techmanufacturing403.com,True
TechDynamics 404,488,2001,https://www.techdynamics404.com,True
StarSystems 405,151,2008,https://www.starsystems405.com,True
WingManufacturing 406,510,1979,https://www.wingmanufacturing406.com,True
AirCorp 407,102,1956,https://www.aircorp407.com,True
NovaCorp 408,996,1972,https://www.novacorp408.com,True
FlyAviation 409,311,1962,https://www.flyaviation409.com,True
StarManufacturing 410,812,2009,https://www.starmanufacturing410.com,True
NovaManufacturing 411,517,1983,https://www.novamanufacturing411.com,True
StarEngineering 412,19,1954,https://www.starengineering412.com,True
SkyWorks 413,461,1990,https://www.skyworks413.com,True
NovaManufacturing 414,37,1954,https://www.novamanufacturing414.com,True
WingAviation 415,504,2005,https://www.wingaviation415.com,True
TechManufacturing 416,783,1964,https://www.techmanufacturing416.com,True
NovaEngineering 417,702,2019,https://www.novaengineering417.com,True
NovaEngineering 418,875,1970,https://www.novaengineering418.com,True
TechSystems 419,507,1998,https://www.techsystems419.com,True
FlySystems 420,329,1957,https://www.flysystems420.com,False
AeroAviation 421,858,1996,https://www.aeroaviation421.com,True
GlobalCorp 422,784,1993,https://www.globalcorp422.com,True
TechDynamics 423,366,2002,https://www.techdynamics423.com,True
JetAerospace 424,241,1989,https://www.jetaerospace424.com,True
SkySystems 425,118,1993,https://www.skysystems425.com,True
StarDynamics 426,39,2008,https://www.stardynamics426.com,True
TechSolutions 427,528,2003,https://www.techsolutions427.com,True
NovaSolutions 428,23,1990,https://www.novasolutions428.com,True
TechDynamics 429,587,1962,https://www.techdynamics429.com,True
SkyAerospace 430,345,2013,https://www.skyaerospace430.com,True
FlyAviation 431,630,1988,https://www.flyaviation431.com,True
TechAerospace 432,509,1959,https://www.techaerospace432.com,True
StarAerospace 433,295,1983,https://www.staraerospace433.com,False
GlobalWorks 434,824,1978,https://www.globalworks434.com,True
SkySolutions 435,98,1993,https://www.skysolutions435.com,True
GlobalEngineering 436,487,2004,https://www.globalengineering436.com,True
SkySystems 437,517,1988,https://www.skysystems437.com,True
StarDynamics 438,205,2003,https://www.stardynamics438.com,True
GlobalEngineering 439,465,2020,https://www.globalengineering439.com,True
AeroEngineering 440,884,1973,https://www.aeroengineering440.com,True
JetManufacturing 441,275,2018,https://www.jetmanufacturing441.com,True
TechSolutions 442,745,1957,https://www.techsolutions442.com,True
FlyManufacturing 443,152,1980,https://www.flymanufacturing443.com,True
WingWorks 444,421,1990,https://www.wingworks444.com,True
SkyAerospace 445,867,2002,https://www.skyaerospace445.com,True
WingAviation 446,263,1980,https://www.wingaviation446.com,True
SkyAviation 447,197,1953,https://www.skyaviation447.com,True
WingManufacturing 448,498,2021,https://www.wingmanufacturing448.com,True
TechCorp 449,207,1970,https://www.techcorp449.com,True
AeroSystems 450,809,1985,https://www.aerosystems450.com,True
AirCorp 451,987,2012,https://www.aircorp451.com,True
AeroIndustries 452,322,1988,https://www.aeroindustries452.com,True
TechDynamics 453,688,1961,https://www.techdynamics453.com,True
AirAerospace 454,115,2023,https://www.airaerospace454.com,True
SkyEngineering 455,681,2024,https://www.skyengineering455.com,True
StarSystems 456,509,1961,https://www.starsystems456.com,True
SkyDynamics 457,338,2024,https://www.skydynamics457.com,True
JetWorks 458,224,1968,https://www.jetworks458.com,True
JetSystems 459,451,2002,https://www.jetsystems459.com,True
GlobalCorp 460,503,2018,https://www.globalcorp460.com,True
SkyDynamics 461,559,2004,https://www.skydynamics461.com,True
JetSystems 462,901,1968,https://www.jetsystems462.com,True
FlySystems 463,22,1954,https://www.flysystems463.com,True
AeroAerospace 464,260,2020,https://www.aeroaerospace464.com,True
FlyIndustries 465,548,1980,https://www.flyindustries465.com,True
TechCorp 466,932,2000,https://www.techcorp466.com,True
WingSystems 467,93,1980,https://www.wingsystems467.com,True
AirManufacturing 468,647,1990,https://www.airmanufacturing468.com,True
TechCorp 469,281,1960,https://www.techcorp469.com,True
NovaManufacturing 470,755,2002,https://www.novamanufacturing470.com,True
FlyWorks 471,898,1962,https://www.flyworks471.com,True
WingEngineering 472,68,1995,https://www.wingengineering472.com,True
StarDynamics 473,465,1953,https://www.stardynamics473.com,True
AirManufacturing 474,811,1967,https://www.airmanufacturing474.com,False
JetSystems 475,322,2023,https://www.jetsystems475.com,False
