funcionario_id,voo_id,funcao,data_atribuicao,confirmado
481,3204,COMISSARIO,2025-09-21,False
444,110,COMANDANTE,2025-09-21,True
588,1070,COPILOTO,2025-09-26,True
3610,3080,ENGENHEIRO_VOO,2025-08-03,True
1589,3601,COMANDANTE,2026-01-30,True
1847,607,MECANICO_BORDO,2025-08-31,False
4200,223,MECANICO_BORDO,2025-09-07,True
3054,2977,COMISSARIO_CHEFE,2026-04-10,True
1862,3846,MECANICO_BORDO,2026-04-13,True
1461,2515,ENGENHEIRO_VOO,2025-10-05,True
1603,78,COMISSARIO,2025-09-11,True
4417,677,COMISSARIO,2026-04-07,False
1912,2442,COMISSARIO,2025-11-07,True
4923,691,COPILOTO,2025-08-04,True
310,3695,COMISSARIO,2026-03-27,True
283,4709,COPILOTO,2025-11-10,True
3548,866,MECANICO_BORDO,2026-02-19,True
4985,765,COMISSARIO,2026-03-26,True
4777,3690,MECANICO_BORDO,2026-05-23,True
2711,4339,ENGENHEIRO_VOO,2026-05-18,False
3195,2336,COMISSARIO,2025-11-07,True
2450,1139,COMISSARIO_CHEFE,2025-10-24,True
3580,4705,ENGENHEIRO_VOO,2026-05-27,True
1597,2885,COMISSARIO,2026-04-05,True
1046,840,COPILOTO,2025-12-01,True
364,4692,COMANDANTE,2025-10-02,True
4312,2615,MECANICO_BORDO,2025-09-20,True
4032,1628,COPILOTO,2025-06-06,True
3015,4848,COMISSARIO_CHEFE,2025-07-07,True
2102,2905,COPILOTO,2025-11-29,True
4936,91,COMISSARIO,2026-05-12,True
670,3786,ENGENHEIRO_VOO,2025-08-05,True
659,4804,MECANICO_BORDO,2025-06-19,True
1369,4567,COMANDANTE,2026-01-23,False
768,3076,ENGENHEIRO_VOO,2025-09-30,True
1473,3544,MECANICO_BORDO,2025-09-20,True
4568,2248,MECANICO_BORDO,2025-06-03,False
2668,2232,MECANICO_BORDO,2025-09-01,True
2670,4116,COMISSARIO_CHEFE,2025-06-20,True
1646,615,COMISSARIO,2025-07-30,False
3932,3173,ENGENHEIRO_VOO,2026-04-20,True
3234,1674,COMANDANTE,2025-06-10,True
3238,4270,COPILOTO,2025-10-05,True
816,609,ENGENHEIRO_VOO,2025-10-17,False
217,2384,COPILOTO,2026-01-21,True
1125,2416,COMISSARIO_CHEFE,2025-09-20,True
122,883,MECANICO_BORDO,2026-05-18,True
3525,4676,COPILOTO,2025-07-25,True
2164,1342,MECANICO_BORDO,2026-05-15,True
4783,2780,COMISSARIO_CHEFE,2025-07-14,True
1586,3003,ENGENHEIRO_VOO,2025-09-30,True
115,1842,COMISSARIO_CHEFE,2025-07-13,True
2229,4548,ENGENHEIRO_VOO,2025-06-06,True
2712,1077,COMANDANTE,2025-11-10,True
2633,3489,COMANDANTE,2025-12-01,True
1603,1485,COPILOTO,2026-02-23,True
4178,2463,MECANICO_BORDO,2026-03-12,True
3428,3425,ENGENHEIRO_VOO,2026-01-13,False
2194,3958,COMANDANTE,2025-09-10,True
4050,237,COMISSARIO,2025-08-28,True
2533,4229,COMISSARIO_CHEFE,2025-08-15,True
2330,3885,ENGENHEIRO_VOO,2025-07-24,True
2291,2965,COMISSARIO,2025-06-24,False
3928,4080,COMISSARIO,2025-08-27,True
3962,2461,MECANICO_BORDO,2025-07-19,True
2090,44,COMANDANTE,2026-01-31,False
3288,4028,COMANDANTE,2025-06-05,False
1588,4881,MECANICO_BORDO,2026-04-01,True
3793,4202,COMISSARIO_CHEFE,2025-06-08,True
271,1686,ENGENHEIRO_VOO,2026-03-11,False
4686,211,COMANDANTE,2026-05-14,False
3630,4989,ENGENHEIRO_VOO,2025-11-01,True
3001,524,ENGENHEIRO_VOO,2026-02-06,True
1504,3835,COMISSARIO_CHEFE,2025-10-07,True
86,3484,MECANICO_BORDO,2025-07-31,True
2568,1846,ENGENHEIRO_VOO,2026-04-18,False
209,686,COMISSARIO,2025-08-15,True
3196,3779,COMANDANTE,2025-07-31,True
641,448,MECANICO_BORDO,2025-06-27,True
1668,3871,COMISSARIO_CHEFE,2025-07-09,True
1277,3616,COPILOTO,2025-08-29,True
4370,901,COPILOTO,2025-08-04,True
2435,1789,COMISSARIO_CHEFE,2025-09-05,True
1270,2989,MECANICO_BORDO,2025-06-07,True
1368,1822,COMISSARIO,2025-09-20,True
1196,355,COMANDANTE,2026-03-16,True
2865,389,COPILOTO,2025-08-05,False
4646,1863,MECANICO_BORDO,2025-09-28,True
1790,25,COMISSARIO_CHEFE,2025-09-29,True
2896,4593,COPILOTO,2026-03-08,True
2072,3250,COMANDANTE,2025-06-29,True
2413,1728,COMISSARIO_CHEFE,2025-09-18,False
3384,4312,COMISSARIO_CHEFE,2026-01-10,True
2470,1384,COPILOTO,2025-07-11,True
2093,861,ENGENHEIRO_VOO,2025-11-24,True
736,1124,MECANICO_BORDO,2025-07-15,True
614,70,MECANICO_BORDO,2025-12-11,True
3649,3777,ENGENHEIRO_VOO,2026-01-14,False
3480,1675,COPILOTO,2025-08-13,True
2790,3696,ENGENHEIRO_VOO,2026-02-02,True
2146,1895,COPILOTO,2025-08-19,True
3834,4964,MECANICO_BORDO,2025-09-03,True
2328,497,COPILOTO,2026-02-09,True
604,4544,COMANDANTE,2026-01-19,True
2179,4909,ENGENHEIRO_VOO,2026-03-06,False
4152,4573,COMANDANTE,2025-08-28,False
945,1609,MECANICO_BORDO,2026-01-26,False
553,511,COMANDANTE,2026-01-15,True
2213,3787,ENGENHEIRO_VOO,2025-07-23,True
3342,519,COMISSARIO_CHEFE,2026-03-08,True
1747,2923,COMANDANTE,2026-04-05,True
673,1558,MECANICO_BORDO,2025-10-23,True
2874,2850,COPILOTO,2025-08-19,True
577,4356,MECANICO_BORDO,2025-10-23,True
911,535,COPILOTO,2026-05-28,True
2520,4602,MECANICO_BORDO,2026-03-22,False
4638,4878,ENGENHEIRO_VOO,2026-01-01,True
3924,346,MECANICO_BORDO,2025-07-12,True
46,3511,COPILOTO,2025-11-01,True
1093,1573,COPILOTO,2025-07-09,True
3599,2433,MECANICO_BORDO,2026-04-14,True
495,4041,ENGENHEIRO_VOO,2026-01-16,True
2243,1035,COMISSARIO_CHEFE,2026-03-27,True
