passageiro_id,voo_id,categoria_tarifa_id,codigo_reserva,data_reserva,preco_total,status
3921,503,100,Z6E75Y,2025-08-28 02:46:27+00:00,275.59,CONFIRMADA
634,1387,696,MBBGCM,2025-12-14 21:53:42+00:00,573.06,PENDENTE
1443,2683,379,DCW0JH,2026-01-11 21:00:53+00:00,1486.02,PENDENTE
3238,1914,147,VKZ8MW,2025-08-05 10:24:14+00:00,5231.09,PENDENTE
3198,4865,150,3DITNE,2025-12-29 15:26:55+00:00,2941.3,NO_SHOW
1,2174,117,AKNP7W,2026-04-06 10:54:48+00:00,1082.61,NO_SHOW
4958,981,274,2SHCFC,2025-06-08 03:11:29+00:00,2043.96,CANCELADA
3062,2196,370,QMM7KB,2025-12-14 01:06:35+00:00,3668.47,EMBARCADA
4583,2766,462,I3C4JY,2026-01-24 17:29:40+00:00,135.87,CONFIRMADA
650,2068,773,JQPB1J,2026-05-30 09:05:17+00:00,1132.66,PENDENTE
2996,4099,501,KYSLVK,2025-12-18 07:16:07+00:00,1925.87,EMBARCADA
2247,4379,831,EF54NA,2025-09-19 14:09:50+00:00,3040.36,CONFIRMADA
4716,1947,739,LAB909,2025-07-21 19:09:39+00:00,330.12,EMBARCADA
385,3138,123,1JQ1UW,2026-01-31 21:58:22+00:00,2889.26,CONFIRMADA
1378,547,569,14FJ44,2025-12-01 15:36:27+00:00,8507.39,CONFIRMADA
351,3984,171,M8GKQC,2025-07-04 06:23:13+00:00,2831.42,CANCELADA
4945,3483,945,JJZHLZ,2025-06-12 13:21:24+00:00,3299.05,EMBARCADA
2553,3284,638,A44A2V,2026-03-09 06:54:40+00:00,1052.25,CANCELADA
640,4363,715,CQS3R4,2025-08-02 13:04:45+00:00,999.47,PENDENTE
2324,3615,961,RN704R,2026-05-01 04:42:42+00:00,1447.93,CONFIRMADA
4575,219,158,K5I0BL,2026-02-10 01:30:07+00:00,1596.46,CONFIRMADA
1947,2195,999,3ADK2K,2025-09-24 02:35:00+00:00,895.39,EMBARCADA
3881,2707,379,3LHB44,2026-05-02 17:55:31+00:00,1441.08,CANCELADA
4503,3788,123,45WN5P,2026-03-30 16:34:15+00:00,2684.04,NO_SHOW
875,909,544,IWJDHA,2026-02-26 14:02:31+00:00,2854.14,NO_SHOW
2032,2497,481,PMQZVK,2025-10-10 18:31:37+00:00,167.8,EMBARCADA
1465,2462,111,28RPPH,2026-05-04 01:34:33+00:00,2896.48,NO_SHOW
436,1654,329,K8T068,2025-06-30 16:18:57+00:00,700.91,EMBARCADA
677,2881,895,V7I73A,2026-01-14 03:36:44+00:00,2101.53,NO_SHOW
431,2465,742,RN4C1J,2026-01-14 12:51:29+00:00,503.47,NO_SHOW
4888,580,332,L98CN5,2025-07-15 21:27:00+00:00,6379.11,EMBARCADA
1694,3753,300,UBKCAU,2025-12-05 22:37:58+00:00,2253.5,PENDENTE
3887,3331,433,49DGXM,2025-08-31 22:35:21+00:00,1797.41,PENDENTE
1222,4313,672,3CR1E7,2026-06-02 08:07:50+00:00,5655.19,EMBARCADA
1597,1655,989,ISN50W,2026-01-20 18:11:27+00:00,789.07,PENDENTE
333,3195,73,BHQ15U,2025-09-05 04:41:14+00:00,387.34,PENDENTE
2448,4308,871,2T3X6A,2025-06-30 01:29:16+00:00,4901.56,CONFIRMADA
2794,2712,625,626QFP,2025-11-12 02:32:45+00:00,917.32,CONFIRMADA
1521,1251,460,0YSSY5,2026-01-13 10:54:11+00:00,938.51,CONFIRMADA
158,299,627,7JV856,2025-11-28 12:53:01+00:00,6417.14,CONFIRMADA
3430,723,304,IWMQWH,2026-05-11 08:50:14+00:00,172.0,PENDENTE
1902,1909,474,IA4WGM,2026-03-02 12:00:07+00:00,589.78,PENDENTE
100,3517,969,G4DGV7,2026-03-07 17:39:50+00:00,12863.75,EMBARCADA
2011,77,684,UZLKDJ,2025-09-13 05:46:24+00:00,2512.3,PENDENTE
3867,3785,204,RGAVVF,2026-02-13 09:35:18+00:00,2376.5,CONFIRMADA
3560,3747,904,Z31VQ5,2025-11-11 23:50:08+00:00,1621.33,CANCELADA
4769,2296,159,S1INTU,2026-04-28 06:11:05+00:00,910.06,CONFIRMADA
1204,4173,932,SP6JYX,2026-03-06 19:03:29+00:00,5741.99,PENDENTE
2065,2863,187,096MO2,2025-08-08 15:14:58+00:00,1000.96,PENDENTE
3338,2434,18,0SSBPY,2025-11-29 15:34:08+00:00,1777.92,CANCELADA
2035,2551,101,IQ5DCC,2026-03-16 11:59:10+00:00,330.74,CANCELADA
4937,1147,475,77L7FH,2026-01-10 22:51:06+00:00,347.49,PENDENTE
462,643,343,BARV7U,2026-01-03 10:46:06+00:00,1116.08,EMBARCADA
3154,967,53,VMOBMH,2026-05-27 23:43:42+00:00,596.02,PENDENTE
3642,3084,105,KH2PRA,2025-12-31 10:17:51+00:00,1350.12,CONFIRMADA
1965,2950,29,V1UVVM,2025-11-24 05:47:29+00:00,2571.64,PENDENTE
3531,3442,258,9SWFQT,2025-11-29 21:19:12+00:00,1301.65,EMBARCADA
4364,1558,719,J0M0T6,2026-02-18 12:52:22+00:00,434.01,CONFIRMADA
2155,2364,483,Y77P7I,2026-01-27 12:36:16+00:00,2242.78,PENDENTE
4025,1521,951,4YYVZY,2025-06-17 08:05:46+00:00,5419.46,CONFIRMADA
2524,4772,397,QQJ7ZK,2026-05-04 08:59:35+00:00,479.78,CONFIRMADA
2863,726,857,HK4LX3,2026-01-11 16:26:41+00:00,776.32,CONFIRMADA
40,2043,517,2Z4XWA,2026-03-25 02:35:49+00:00,1910.98,NO_SHOW
1398,4854,276,I79MF1,2025-07-07 20:21:09+00:00,118.25,CONFIRMADA
3595,4844,762,XYV4UO,2026-03-04 05:20:30+00:00,586.63,PENDENTE
3580,428,65,IX5AX5,2025-12-15 21:53:22+00:00,3741.92,PENDENTE
4553,2879,409,NE2XK5,2026-03-12 13:20:24+00:00,10920.58,CONFIRMADA
3922,2128,897,T2201Y,2025-08-07 22:58:55+00:00,909.87,CANCELADA
320,1475,120,KBY3IW,2026-05-31 11:02:41+00:00,468.66,CONFIRMADA
1100,4509,359,TK7FHF,2026-03-30 16:01:09+00:00,696.03,PENDENTE
4507,3947,868,1E2ASW,2026-04-10 10:24:52+00:00,3325.54,EMBARCADA
1435,4341,339,E1W9SM,2025-09-24 17:37:50+00:00,275.4,CANCELADA
535,280,351,KA1T4W,2026-02-21 15:07:39+00:00,1564.82,EMBARCADA
4616,1711,611,OK4RTS,2026-01-13 17:14:18+00:00,937.04,PENDENTE
3911,2346,80,KSYCKG,2026-02-01 12:19:55+00:00,1132.7,NO_SHOW
825,2992,241,J4P9UT,2025-06-16 15:13:17+00:00,568.09,CONFIRMADA
750,4189,935,JEG5UK,2025-10-31 05:10:45+00:00,3368.92,NO_SHOW
855,4488,185,UAU5OG,2025-11-26 06:36:19+00:00,1256.05,CONFIRMADA
2371,819,452,AETWIR,2025-11-01 19:52:10+00:00,4049.33,CONFIRMADA
3462,4747,374,LQMVP8,2026-03-06 01:23:47+00:00,1028.2,NO_SHOW
74,1738,569,RC0C80,2025-10-11 16:38:06+00:00,8824.12,NO_SHOW
4541,1269,725,MVYDZL,2025-08-22 10:09:54+00:00,3526.74,CANCELADA
3137,970,86,7O9IBN,2025-09-03 14:30:16+00:00,5521.67,NO_SHOW
4156,2663,653,2HG4C6,2026-04-05 08:47:40+00:00,864.7,EMBARCADA
4187,438,545,57K2G3,2025-11-06 04:43:00+00:00,4347.31,CANCELADA
3002,2753,616,PCF8RC,2025-08-29 09:16:30+00:00,247.09,NO_SHOW
295,4816,679,B0T4O7,2026-03-10 04:27:15+00:00,2299.8,PENDENTE
940,3569,399,CIGDRV,2025-09-05 16:20:30+00:00,1463.26,CONFIRMADA
4575,4646,524,38S999,2026-05-03 23:38:53+00:00,2186.7,CONFIRMADA
2374,884,361,YS0BF6,2025-06-12 04:30:52+00:00,1513.27,PENDENTE
1153,4774,749,5RBPBY,2025-07-09 01:13:07+00:00,11893.3,EMBARCADA
2888,4069,752,9BELDX,2026-01-11 04:27:35+00:00,5796.28,EMBARCADA
1391,1132,945,DA32DN,2026-02-11 22:43:45+00:00,4653.53,PENDENTE
4337,3690,26,NQP0UM,2026-01-29 07:19:19+00:00,4315.3,PENDENTE
4902,192,665,07PADW,2025-11-16 04:41:19+00:00,3529.04,CONFIRMADA
452,2411,447,OSUTUG,2025-10-21 08:54:06+00:00,4298.62,PENDENTE
3124,305,624,VJ7MCD,2025-11-20 21:51:55+00:00,2148.24,NO_SHOW
3388,1442,655,Q7SS2N,2025-08-12 07:45:48+00:00,3942.78,CONFIRMADA
4279,2491,847,XMGA0Z,2025-09-28 07:00:50+00:00,3395.66,CANCELADA
3463,1454,610,J2G51Q,2026-05-01 04:13:33+00:00,2681.02,EMBARCADA
563,799,934,JZTZZR,2026-03-22 04:17:26+00:00,628.21,EMBARCADA
2842,2409,364,LF71BM,2025-11-13 07:48:44+00:00,4197.23,CANCELADA
1902,82,528,TO0DY8,2026-03-20 05:47:54+00:00,3921.82,NO_SHOW
1387,1705,971,9ZV0WF,2026-04-20 00:04:49+00:00,6024.48,PENDENTE
1112,222,745,NAILNE,2025-11-30 17:50:29+00:00,4161.52,CONFIRMADA
2766,3304,854,Q8TC9N,2025-09-19 23:18:55+00:00,2050.31,EMBARCADA
3190,4404,951,MCEI40,2026-02-15 00:34:19+00:00,2434.15,CONFIRMADA
2475,1297,87,9Y3NRM,2026-03-31 08:06:22+00:00,3254.21,EMBARCADA
4831,4903,667,3LUR0H,2025-10-28 13:34:27+00:00,1546.35,NO_SHOW
3302,4362,405,YXL20H,2025-12-26 02:50:57+00:00,1774.25,PENDENTE
2027,225,725,FQ3A8G,2026-04-21 07:16:31+00:00,895.97,PENDENTE
2538,2259,518,F358DP,2025-12-19 10:00:13+00:00,117.91,NO_SHOW
3980,885,22,5C80I5,2025-10-23 00:41:49+00:00,2937.89,CANCELADA
2003,71,893,4UOBCP,2025-06-16 17:18:16+00:00,203.07,PENDENTE
2369,3134,412,MBNT8J,2026-03-09 17:14:14+00:00,1398.16,PENDENTE
4503,46,886,7F8EGB,2025-07-11 21:36:41+00:00,2511.32,PENDENTE
2921,994,891,J509TW,2026-05-12 02:57:28+00:00,2890.77,NO_SHOW
4282,3893,101,8OPG8D,2025-11-18 20:15:08+00:00,1357.31,EMBARCADA
2908,3678,947,51D2T9,2025-08-11 13:12:55+00:00,3079.16,NO_SHOW
312,419,294,8IVWHI,2026-02-11 16:50:21+00:00,361.97,EMBARCADA
3428,2282,935,MM45NE,2025-11-12 08:40:18+00:00,2665.59,CANCELADA
771,1521,552,ZGQSWI,2025-06-29 11:32:45+00:00,7652.38,NO_SHOW
3726,220,418,AHHLDM,2026-02-21 10:20:17+00:00,1501.91,PENDENTE
397,1660,307,A58KLL,2025-09-18 16:38:57+00:00,2225.3,EMBARCADA
4724,4251,850,PB257A,2026-04-07 19:47:18+00:00,2201.79,PENDENTE
881,4632,828,7UOERL,2026-05-10 14:15:45+00:00,9812.07,CANCELADA
4295,2254,698,D686OF,2025-12-19 09:16:56+00:00,1403.72,EMBARCADA
1235,1391,270,65ZSQS,2025-07-17 06:09:20+00:00,1028.27,CONFIRMADA
493,3858,958,9NHZNF,2025-10-02 22:49:29+00:00,992.31,EMBARCADA
2845,3182,228,JZCCU2,2025-07-25 19:46:56+00:00,9123.43,CANCELADA
1275,2346,864,9WXJXF,2026-03-04 18:12:00+00:00,1883.12,PENDENTE
4638,4283,48,VXWVXN,2025-07-20 03:00:44+00:00,1248.62,CANCELADA
3171,4109,805,WM26ZY,2025-09-08 05:16:00+00:00,3566.49,CONFIRMADA
4070,322,671,GLB9HI,2026-04-30 00:26:14+00:00,575.04,CANCELADA
3686,4521,356,HL3462,2025-12-22 00:07:51+00:00,930.87,PENDENTE
4506,198,376,D2RRK7,2025-06-23 01:21:55+00:00,167.73,PENDENTE
1437,2456,501,JHHD22,2025-08-10 06:19:40+00:00,1775.79,NO_SHOW
171,2400,638,JBMSLM,2025-08-11 01:37:05+00:00,580.45,PENDENTE
605,4589,897,4T1RVJ,2025-10-11 14:47:11+00:00,594.05,CONFIRMADA
4511,4668,154,YLL1TD,2026-05-06 14:54:18+00:00,2334.76,NO_SHOW
3041,1755,425,FFDSO6,2026-02-11 00:25:36+00:00,1204.13,PENDENTE
3907,2499,698,NXLVRS,2025-06-30 19:30:22+00:00,1435.52,PENDENTE
2897,796,202,XLTF0Z,2025-12-08 12:08:59+00:00,833.22,CONFIRMADA
4096,4539,248,8HOR7E,2025-10-19 22:36:39+00:00,1923.6,NO_SHOW
3751,4754,255,2S81YW,2026-03-23 12:21:40+00:00,331.49,CONFIRMADA
249,1673,926,XKH089,2025-06-22 08:18:25+00:00,4483.96,PENDENTE
1384,4570,331,GZMHLC,2026-01-27 20:32:23+00:00,2399.88,CONFIRMADA
4277,4968,492,6JY0KT,2025-09-18 08:48:14+00:00,1990.75,NO_SHOW
4718,2072,457,UBOR3H,2025-08-11 19:38:11+00:00,1260.54,CANCELADA
4905,3897,377,8S8F14,2025-07-25 11:13:40+00:00,674.07,CONFIRMADA
159,62,101,QR7L69,2025-07-05 04:19:53+00:00,602.19,CANCELADA
3762,2160,521,S3P4Q8,2025-10-11 02:22:20+00:00,930.54,PENDENTE
4257,552,883,YPKDAF,2026-04-30 07:20:31+00:00,2458.94,CONFIRMADA
263,4430,274,SJ817Y,2025-06-04 13:20:07+00:00,1894.26,CANCELADA
3659,2364,498,AHK2YS,2025-10-12 13:29:20+00:00,1464.67,EMBARCADA
4793,1916,334,KGU9O1,2026-05-13 15:27:50+00:00,1510.59,NO_SHOW
108,383,9,OI4PWA,2026-03-12 14:55:14+00:00,1932.35,NO_SHOW
276,2279,904,3I4MF7,2025-12-13 08:37:41+00:00,2683.85,CANCELADA
4102,61,461,0T1II5,2025-09-09 17:10:43+00:00,634.63,CANCELADA
3678,4683,840,L6BYX9,2026-04-04 17:57:02+00:00,298.13,PENDENTE
576,3542,522,8MEJQL,2025-09-15 13:40:57+00:00,437.7,NO_SHOW
3475,741,432,SZKEAU,2025-10-11 13:21:57+00:00,636.12,PENDENTE
1548,4655,52,XPAS7I,2025-10-08 20:21:15+00:00,5989.64,CANCELADA
1855,637,686,290EO3,2025-06-09 18:12:02+00:00,1690.29,NO_SHOW
3971,2977,632,WVWH1L,2026-02-23 18:05:38+00:00,6270.86,NO_SHOW
4614,1691,32,05AURD,2025-06-24 12:49:41+00:00,7887.14,CONFIRMADA
3620,3627,492,9NJBW9,2026-01-30 05:20:02+00:00,4710.44,PENDENTE
687,1306,21,1JN2FM,2026-01-01 07:46:19+00:00,593.96,CANCELADA
1364,3109,477,ZB8SIJ,2025-10-27 22:55:22+00:00,622.54,EMBARCADA
4816,2645,548,TIMDAS,2025-07-11 11:17:37+00:00,1781.81,CANCELADA
4051,1583,420,AAZ86M,2026-04-06 00:29:19+00:00,1476.39,CONFIRMADA
1728,3901,751,ON40P2,2026-04-02 04:31:34+00:00,604.28,CONFIRMADA
1290,4114,46,ALWMXV,2026-01-21 10:41:53+00:00,2047.59,CONFIRMADA
3836,4264,765,KXLFBC,2026-05-31 09:33:18+00:00,4782.29,NO_SHOW
3315,4707,692,EMYIM5,2025-06-28 09:08:45+00:00,7570.09,CANCELADA
1028,215,450,GOZQ10,2026-01-01 23:57:34+00:00,2657.69,PENDENTE
1042,2339,952,DWQS50,2026-01-03 20:12:27+00:00,4777.46,PENDENTE
200,4771,747,QKV2PN,2025-06-18 07:00:10+00:00,4954.36,CANCELADA
51,2935,570,FXSYNX,2026-05-06 21:19:49+00:00,2680.84,CONFIRMADA
2755,3609,675,DFEQT8,2026-03-19 06:22:00+00:00,530.62,CONFIRMADA
3801,2288,639,ETLYYW,2026-05-29 09:13:30+00:00,933.25,EMBARCADA
4231,1544,723,60DU7U,2025-07-27 00:05:02+00:00,2134.48,CONFIRMADA
2873,986,311,0UVG7K,2025-10-03 04:39:04+00:00,1640.59,CANCELADA
1432,2917,935,BP1Q4O,2026-03-30 15:15:46+00:00,325.27,NO_SHOW
2637,568,224,FFGT75,2026-06-01 10:23:16+00:00,166.87,CONFIRMADA
2345,2331,332,ZI2U8Y,2025-09-18 15:07:25+00:00,4245.52,PENDENTE
3346,841,563,S3IZS0,2026-05-22 15:04:53+00:00,338.87,PENDENTE
1508,1578,221,7VKWI7,2025-06-12 08:00:22+00:00,524.15,CANCELADA
3979,1073,390,25HJ9O,2025-10-10 22:24:32+00:00,237.58,CONFIRMADA
4711,2252,690,IB4T2C,2025-11-28 13:18:18+00:00,3328.68,NO_SHOW
